shannon_entropy,relative_entropy,url_length,domain_length,special_chars,digits,subdomains,hyphens,question_mark,suspicious_words,https,repeated_chars
3.68354236243323,0.12381255962437315,18,9,0,0,1,0,0,0,1,2
4.398857447483311,0.12470450857370147,38,25,0,8,2,0,0,0,0,3
4.015319531114783,0.1546054703275292,32,23,1,3,2,1,0,0,1,2
4.17832529025077,0.2811063283865272,64,19,1,0,3,1,0,0,0,4
4.1538791628699565,0.2384382599088045,85,16,4,0,2,4,0,0,0,2
4.972192095053959,0.5513698610030541,361,20,0,23,2,0,1,0,1,4
3.6314018453921717,0.2754887502163467,30,17,0,0,2,0,0,0,0,2
3.9701755214643453,0.11728731978599459,24,17,0,0,1,0,0,0,0,2
4.140319531114783,0.18160856377257942,32,25,0,2,2,0,0,0,0,2
4.79290329461286,0.25149082474559525,91,11,1,27,1,1,0,1,0,6
4.351738068377554,0.23322443234360024,55,21,0,4,2,0,0,0,0,4
3.9414280318460246,0.2284969695962879,32,11,0,0,1,0,0,0,0,2
4.043801694853791,0.12612330658852197,33,25,0,0,2,0,0,0,0,2
4.214152220539396,0.24527939809790086,58,24,3,0,2,3,0,1,0,6
4.245918533721552,0.21351308491574447,43,31,1,0,2,1,0,0,0,2
3.890319531114783,0.1971433101355562,32,10,0,2,1,0,0,0,1,2
4.736006946447657,0.17088364916086274,54,14,3,6,3,0,0,0,0,5
3.7525842461721624,0.2474157538278377,30,22,0,0,2,0,0,0,0,5
4.127762474435138,0.1941656204522248,45,17,3,0,2,3,0,0,1,4
4.298497618110378,0.2250643379466341,70,22,5,0,2,5,0,0,0,4
4.071581588126283,0.17634592531730078,35,27,0,0,2,0,0,0,0,4
4.820097167701741,0.34982783374057047,127,50,3,20,4,1,1,2,1,4
4.410451883362375,0.1745106173587815,47,31,1,10,4,1,0,0,1,8
4.041092818215358,0.20683469522822817,45,36,1,4,4,1,0,1,1,7
4.812047648746039,0.3172353681989285,135,50,3,20,4,1,1,2,0,5
4.238632217915386,0.2849297381416285,56,17,0,0,1,0,0,0,1,2
4.260279974311011,0.19915164432628643,37,24,2,0,2,0,0,0,1,3
4.868106670688481,0.17628744866997362,47,7,0,7,1,0,0,0,1,2
4.054229296672174,0.1936982167714104,32,21,1,0,2,1,0,0,0,4
3.969771952769756,0.27815556067382863,43,10,1,0,1,0,0,1,0,3
4.13728342581229,0.18464466907507202,53,40,2,0,4,2,0,1,0,3
4.250227431655776,0.39362875811895015,121,19,5,0,1,5,0,2,0,4
3.7777471629109445,0.22225283708905544,30,22,0,6,2,0,0,0,0,2
4.175123135113461,0.14680495977390198,34,21,0,6,3,0,0,1,0,3
3.7264741182543752,0.18041647735414323,28,19,0,0,2,0,0,0,1,2
4.305540252212915,0.21802170384409691,45,24,1,0,2,1,0,0,0,5
4.056564762130954,0.19136275131263114,30,21,0,0,2,0,0,0,1,5
5.114211006486725,0.34522061215057326,152,18,2,39,2,1,0,0,0,10
4.399762463104947,0.3006772550361464,98,24,1,1,3,0,0,0,1,6
4.570744477030463,0.2366104450271415,79,15,1,8,1,1,0,0,0,3
4.229145602020758,0.16317182075800363,41,34,0,1,2,0,0,0,0,2
4.226628285180295,0.23280333345700374,37,30,1,0,2,1,0,1,0,3
4.632333800760548,0.274556794847972,87,24,5,6,2,5,0,0,1,6
3.833663121159437,0.1663368788405631,34,26,0,0,2,0,0,0,0,2
4.364918704467279,0.33552101367381404,64,19,1,5,1,0,0,0,0,5
4.556806097125364,0.250548824932242,66,13,1,10,2,1,0,1,0,6
4.256243184348911,0.3287193163722453,73,18,7,0,2,7,0,0,1,3
4.050301855434981,0.11962314600733077,38,29,1,0,2,1,0,0,1,2
4.706824274819866,0.33756984453858796,128,50,3,11,4,1,1,2,1,6
4.0068665431825226,0.24106097026106307,48,16,0,0,2,0,0,2,1,5
4.403151975132156,0.24070421464257016,54,36,2,6,4,2,0,0,1,3
4.05869069550801,0.1892368179355759,46,23,2,0,2,2,0,0,0,4
4.385986117816918,0.47199487731065354,86,21,1,36,2,1,1,0,0,9
4.264606075441666,0.19482554319563186,47,15,3,0,1,3,0,0,0,2
4.820624195208477,0.3086588217364909,126,61,6,41,2,4,1,0,0,8
5.088956150038737,0.23297194484862635,89,15,6,12,2,6,0,1,1,6
5.568171407933482,0.3144716414283621,143,39,5,15,2,3,1,0,1,3
3.903146588957414,0.48917083382134596,70,24,1,0,1,1,0,0,0,3
4.141604167868593,0.180323927018769,36,16,0,0,2,0,0,0,1,6
4.185979129983102,0.20633829279565805,50,17,3,0,2,0,0,0,0,4
4.054229296672174,0.1936982167714104,32,25,0,0,2,0,0,0,0,4
4.25859398322495,0.13372343955381102,53,22,2,0,2,2,0,0,0,5
3.6234651896016463,0.18388973245595674,25,16,0,0,2,0,0,0,1,5
4.765535762853973,0.27885835650448243,94,28,1,25,3,1,0,1,0,6
4.380647593466271,0.2043149072548851,52,15,2,1,2,2,0,0,0,5
4.30777602157339,0.27718647914776734,78,32,2,0,2,2,0,0,0,4
4.543060460437361,0.4111358499495153,65,19,0,4,1,0,0,0,0,3
4.086263864736002,0.23566423015136068,49,24,3,0,2,3,0,0,0,2
3.894739663055176,0.19272317819516352,30,23,0,0,2,0,0,0,0,3
3.663532754804254,0.14382216725334945,22,13,0,0,2,0,0,0,1,4
3.97130230228837,0.2766252111552133,35,13,0,0,1,0,0,0,0,4
4.4173909669468365,0.22646522282788817,68,17,2,0,2,2,0,0,1,6
3.8628151140048086,0.2246477272455309,41,13,0,0,1,0,0,0,0,2
4.019102928664277,0.3028251662230846,48,22,0,0,2,0,0,0,0,4
3.5841837197791886,0.11625599836190298,20,12,0,0,2,0,0,0,1,5
3.9746954079158976,0.273232105527687,31,23,1,0,2,1,0,1,0,3
4.202212679983619,0.19010474279514042,60,22,4,0,2,4,0,0,0,5
4.35539339926979,0.39949410289367954,77,15,0,39,1,0,0,0,0,5
4.55391345575669,0.253441466300914,76,50,1,9,4,1,0,2,0,4
4.238975951578652,0.2845860044783601,71,20,2,0,2,0,0,0,0,2
4.391635874011299,0.19332662670985817,45,26,0,6,2,0,0,0,1,5
3.926272374139508,0.16119046711083224,29,20,1,0,2,1,0,0,1,4
4.1807194150129705,0.3428425410440408,67,10,7,2,1,7,0,0,0,4
4.169618980830811,0.2898126378064858,47,16,3,0,1,1,0,1,0,3
4.146376220664175,0.17555187422318708,44,13,1,0,2,1,0,0,0,4
4.111674323875523,0.13625318956806182,49,28,1,0,1,1,0,0,1,2
3.4136606896881854,0.17130181103297035,25,11,0,0,1,0,0,0,0,3
4.431558429909844,0.15340407081131316,51,32,0,3,2,0,0,1,1,5
3.8700143595985903,0.2999106418437219,31,13,0,0,1,0,1,0,0,2
4.079772731460867,0.1681547819827182,39,15,1,1,2,1,0,1,1,5
4.030639062229566,0.13928593921274596,32,23,1,0,2,1,0,0,1,4
4.393135685309279,0.3073040328318137,86,15,4,8,2,4,0,0,0,4
4.768367439558378,0.13852315605014057,50,16,3,12,2,1,0,0,0,5
3.9620315910594455,0.12543125019089468,34,25,0,0,2,0,0,0,1,4
4.249014336859389,0.210417281777908,46,15,3,0,2,3,0,0,0,5
3.6424896731661267,0.1648652488914786,23,14,0,0,2,0,0,0,1,5
3.963590820407827,0.20633418103448425,50,18,0,0,2,0,0,0,0,3
3.957295873840569,0.21262912760174246,35,19,1,0,2,1,0,0,0,5
3.943465189601646,0.1439976516486923,25,18,0,0,2,0,0,0,0,3
3.8890495359141686,0.19841330533616972,31,12,0,4,2,0,0,0,0,4
4.309448311827249,0.334407877947475,71,29,0,3,3,0,0,1,0,3
3.5110854081804264,0.1893543099606646,19,8,0,0,1,0,0,0,0,3
3.9696844590546907,0.3522436358326725,44,11,0,0,1,0,0,0,0,4
4.904759394291515,0.26516560715079585,118,38,1,23,2,1,0,1,0,6
4.3392275187457585,0.24573498197539695,73,20,1,0,2,1,0,0,0,5
3.8541632888566597,0.31576171258565133,35,28,0,1,2,0,0,1,0,3
4.15487093296263,0.09305658048095652,37,28,0,0,2,0,0,0,1,4
3.909368063943885,0.17809477730645515,29,22,0,0,2,0,0,0,0,4
4.732186682898379,0.312207436460076,125,50,3,15,4,1,1,2,1,8
4.118484911058994,0.203443183828369,39,22,0,0,1,0,0,0,1,3
3.766169917835722,0.23383008216427772,43,18,0,0,1,0,0,0,1,3
4.283564578635093,0.3013979220860628,79,31,3,0,2,3,1,0,1,3
4.555544463241769,0.3024365318858046,82,31,3,6,3,3,0,0,1,3
4.090234012145144,0.1576935012984411,29,20,0,2,2,0,0,0,1,2
4.660754115679904,0.3392458843200951,118,42,2,21,4,0,1,2,0,9
5.014685018548388,0.47716807778128717,218,13,4,48,1,2,1,1,0,12
3.7532696895151076,0.15362090609340934,25,17,0,0,2,0,0,0,0,5
3.8371256496420134,0.2503371916083253,31,14,0,0,1,0,0,0,0,4
4.01218840396866,0.15773659747365137,28,20,1,0,2,1,0,0,0,4
3.9540036423298544,0.21592135911245858,44,12,0,0,2,0,0,0,1,4
4.323195302989815,0.13623631564748215,49,19,2,1,2,2,0,0,0,6
4.368367439558377,0.21659506116277844,50,16,2,0,2,0,0,0,1,2
4.414216125917667,0.39313879613993796,103,29,5,5,2,5,0,0,1,3
4.790406343960727,0.2539877753977257,124,50,3,18,4,1,1,2,0,5
4.121267946939376,0.20066014794798726,42,34,1,0,4,1,0,0,0,2
4.804633553652409,0.2828292875979316,78,25,0,3,2,0,1,0,0,4
4.0895524525606675,0.1583750608829181,33,11,1,0,1,1,0,0,1,2
3.9779168746936358,0.19200812674867648,31,17,0,0,2,0,0,0,0,4
3.605388542207534,0.20196637985007057,24,16,0,0,2,0,0,0,0,4
4.275056489304809,0.30990601141634666,90,11,0,0,2,0,0,1,0,3
4.127986806877675,0.11994070656590997,36,29,0,0,2,0,0,0,0,3
4.109306836490687,0.2126212583966758,43,20,1,0,2,0,0,0,0,4
4.32094598842116,0.3229102013535625,57,17,3,8,2,3,0,0,0,5
3.900153016697712,0.26977198474459957,35,28,0,0,2,0,0,0,0,3
4.210733711724087,0.18158371105467416,41,18,0,0,2,0,1,0,1,4
4.039016238466064,0.28291185642130007,58,24,0,1,3,0,0,0,0,4
3.7532696895151076,0.1536209060934097,25,17,0,0,2,0,0,0,0,4
4.493215385344135,0.36476560978343886,66,14,4,3,2,4,0,0,0,4
4.038499898783,0.20942761466058513,39,30,0,0,2,0,0,0,1,2
4.334493183077752,0.3093630066969733,73,24,6,0,2,1,0,0,1,3
4.144417883102941,0.2478995396758197,43,18,0,0,2,0,0,0,0,4
4.541303344505569,0.36558725110294965,119,24,3,1,2,1,1,0,0,5
4.479146139991884,0.3788348551356875,82,25,6,8,2,6,0,0,0,3
4.809540441065417,0.31974257587954935,127,50,3,15,4,1,1,2,0,8
3.7979026896829464,0.2020973103170534,28,20,0,0,2,0,0,0,0,4
5.10292435515173,0.3565072634855701,98,20,1,7,2,0,1,0,0,3
4.005501014736771,0.316427080150592,39,32,0,0,2,0,0,0,0,2
4.448367439558377,0.3065200626050904,50,42,4,15,2,4,0,0,0,4
4.323172708211364,0.3772670099297284,82,34,2,0,2,2,0,0,0,2
4.490029141717277,0.21041057642381494,39,30,1,4,2,1,0,0,1,3
4.414794138353011,0.2290620514217135,60,17,2,2,2,2,0,0,1,4
4.361076880026372,0.2827793097483524,50,37,2,1,2,2,1,1,1,2
3.855388542207534,0.14461145779246645,24,15,0,0,2,0,0,0,1,4
4.827720890387358,0.3015621265576093,119,42,2,19,4,0,1,2,0,7
3.181366328891458,0.1405617659959036,19,11,0,0,2,0,0,0,0,4
3.6424896731661263,0.16486524889147863,23,14,0,0,2,0,0,0,1,4
4.338141847079169,0.24682065364198702,46,16,1,0,2,1,0,0,0,4
4.341430955405388,0.30242523436933727,53,24,0,1,2,0,0,0,0,2
4.348184248880177,0.23677825184097867,41,16,0,4,2,0,0,0,0,4
3.7647351787255054,0.23526482127449497,30,21,0,0,2,0,0,0,1,4
4.887013115282544,0.3609143981610431,143,24,5,12,2,2,0,0,0,7
4.312626128926675,0.272336371794482,66,20,0,0,2,0,0,0,0,4
3.708132064658602,0.1987585309499172,23,14,0,0,1,0,0,0,1,2
4.247557492317427,0.2760044637395857,41,16,1,0,2,0,0,0,1,2
3.5932696895151084,0.10717002862598367,25,17,0,0,2,0,0,0,0,4
3.9025182662886326,0.18494457496170655,32,24,0,0,2,0,0,0,0,4
5.196171571741552,0.29568152458812014,123,17,0,40,2,0,1,0,1,8
3.8143719431796272,0.1856280568203729,29,13,0,0,3,0,0,0,1,4
4.198191816013771,0.26123980262352675,56,21,0,2,3,0,0,0,0,2
4.2147849477701795,0.2446466708671177,59,19,1,0,2,1,0,0,0,5
4.568957238806496,0.18593026335697296,68,17,1,0,2,1,1,0,0,6
4.442862613969782,0.20099357580494204,63,19,2,0,2,2,0,0,0,4
3.9959065984842446,0.25202091495933954,36,13,0,0,2,0,0,0,0,4
3.703465189601646,0.20342540600687095,25,14,0,0,2,0,0,0,0,3
4.082067386399956,0.16586012704362943,48,15,4,0,2,4,0,0,0,4
4.30221267998362,0.3416435097911047,60,18,2,0,3,0,0,0,1,6
4.27137063437885,0.18806098425844803,33,14,0,8,2,0,0,0,1,3
3.9886085007312415,0.259319012712344,32,14,0,4,2,0,0,0,1,3
3.9788640881880966,0.19106091325421481,35,10,0,3,1,0,0,1,0,2
4.0540470120677385,0.19388050137584648,48,13,0,0,1,0,0,0,0,2
4.027719015921097,0.220208497522488,36,29,0,1,2,0,0,0,0,3
4.71422949370708,0.2399668166797949,108,20,0,27,1,0,0,1,1,5
4.187378181134055,0.27205343750324035,53,25,1,1,2,0,0,0,0,7
4.219582572734027,0.2398490459032697,82,23,7,0,2,7,0,0,1,4
4.642785743623148,0.2641048519853714,98,14,1,28,3,0,0,0,0,6
5.094549371859049,0.2630026327590375,83,16,0,7,2,0,1,0,1,3
3.8693312611115185,0.13066873888848166,28,20,0,0,2,0,0,0,0,4
4.334677646430646,0.3091785433440784,63,19,1,0,2,1,0,1,0,4
5.491388718894613,0.3159662031629954,149,17,2,11,2,1,1,1,0,6
4.219928086715923,0.3650344140052332,47,10,1,4,1,0,0,0,0,4
3.9279753007906124,0.2419497006517005,44,21,0,1,2,0,0,0,0,6
4.220128777433188,0.23930284120410955,44,17,0,5,2,0,0,0,0,4
4.218870595993136,0.24056102264416185,45,37,0,0,4,0,0,0,0,3
4.152638373963221,0.16928972092414157,45,19,0,0,2,0,0,0,0,5
3.83127625337525,0.1687237466247501,29,21,1,0,2,1,0,0,0,4
4.131769501279566,0.26054792149919587,37,17,0,2,2,0,1,0,1,4
4.138830127032207,0.2534872957465524,36,9,1,0,1,0,0,0,0,2
4.165311532225102,0.15661656266226037,40,20,0,0,2,0,0,1,0,2
4.154999896455403,0.3044317221818938,49,19,1,0,2,1,0,0,0,4
4.235981390822668,0.15633603195609258,31,22,0,0,2,0,0,0,1,2
4.132321060291975,0.2599963624867854,66,18,3,0,2,3,0,0,0,4
4.024899448665394,0.22302806477819145,44,16,0,0,1,0,0,1,0,5
3.9511943630832227,0.21873063835908946,36,20,0,0,2,0,0,0,0,5
4.701948688398754,0.29805131160124737,70,43,2,5,5,2,1,1,0,5
4.8085667659250495,0.2788960753252925,125,50,3,24,4,1,1,2,1,4
3.8301826981560265,0.2572801430943125,38,30,0,0,5,0,0,0,0,3
4.095775075058242,0.29654234772051935,56,15,0,34,3,0,0,0,0,6
4.189805831031943,0.3337561250250698,61,18,3,0,2,3,0,0,1,3
4.031401845392171,0.1385231560501407,30,21,1,0,2,1,0,0,1,2
4.05844213046261,0.189485382980975,45,25,2,0,2,0,0,0,0,3
3.8282375018429557,0.17176249815704528,27,18,0,0,2,0,0,0,1,4
4.345175521464346,0.23978697925681156,48,27,0,2,3,0,0,0,0,4
4.646202074850972,0.30799423553590516,66,15,3,7,1,0,0,0,1,4
3.6803582656726146,0.4071045755777243,38,30,0,0,2,0,0,0,0,3
4.649770690228169,0.20821030489940037,61,12,5,7,2,2,0,0,1,5
3.9381658242718887,0.454151598506872,98,22,5,0,2,0,0,0,0,6
4.237103352130045,0.3478591485911113,88,14,2,0,2,0,0,0,1,5
3.4273334938982645,0.15762900682289127,21,12,0,0,2,0,0,0,1,5
4.058962719365557,0.11096228207675443,43,15,0,0,2,0,0,0,0,4
3.8535271731813627,0.23393566806897637,42,16,0,0,2,0,0,0,1,3
3.9725738836114344,0.27535362983215017,40,11,1,0,1,0,0,0,0,5
3.2903216092483056,0.294640891472851,23,14,0,0,1,0,0,0,1,3
4.066677073707229,0.18125043973635635,33,25,0,0,1,0,0,0,0,4
4.580578057571859,0.22677686448574474,43,15,1,0,2,1,1,0,1,4
4.4404759687636695,0.2599637493774221,55,19,1,10,2,1,0,0,0,3
3.9513101799829657,0.21861482145934613,34,26,0,0,3,0,0,0,0,4
3.834829508503261,0.2526333327470779,40,13,0,0,1,0,0,0,0,2
4.524703483365906,0.2826514386916985,89,37,5,8,2,5,0,0,1,3
4.43858836864981,0.14637413207134614,38,25,0,8,2,0,0,0,1,3
4.4265133195786195,0.2173428701961062,47,22,0,3,3,0,0,0,0,4
3.446439344671015,0.13852315605014093,20,12,0,0,2,0,0,0,0,4
4.560480775677778,0.2975002194497918,53,17,1,10,2,1,0,0,0,3
3.8561962982193805,0.14380370178062052,27,19,0,0,3,0,0,0,0,3
4.237057566098692,0.3479049346224646,66,28,4,0,2,4,0,0,0,3
3.7622673906514947,0.1446232049570246,23,15,0,0,2,0,0,0,0,4
4.834376030075721,0.41355148336786496,238,19,0,37,2,0,1,2,1,15
4.3183535294637805,0.26660897125737654,56,7,4,3,1,0,0,1,0,2
5.032718743362464,0.426712875274834,238,23,4,46,2,1,1,1,0,14
4.362509753454243,0.28134643632048073,71,22,1,4,2,0,0,0,1,5
3.8164027166443875,0.18359728335561346,23,14,0,0,2,0,0,0,1,4
3.7024715122197467,0.204419083388772,29,17,0,0,2,0,0,0,1,4
3.7544418457133446,0.1524487498951731,22,13,0,0,2,0,0,0,1,4
4.277830296994045,0.3660258927806795,58,40,3,3,4,3,0,1,0,5
4.0799503875701,0.24197770731726326,42,22,1,0,1,1,0,0,0,2
4.012131794419394,0.2357957190241907,46,15,1,2,2,1,0,0,0,3
5.383375841222496,0.3170638769185957,132,16,2,6,2,0,1,0,1,15
4.0509380860830095,0.1969894273605767,54,22,0,0,3,0,0,0,0,5
4.1898980954642875,0.13202999942307492,30,22,0,0,2,0,0,0,0,7
5.179950823357196,0.34361113269981813,110,15,1,14,2,1,1,0,0,4
5.208303055115959,0.34628579656168457,99,15,0,9,2,0,0,0,1,4
4.175696440497044,0.21662098228171728,43,12,1,0,1,1,0,0,1,3
4.482816239080334,0.2176234790607578,46,21,0,2,2,0,0,0,0,5
4.018081793978685,0.15184320746362687,31,22,1,0,2,1,0,0,1,4
4.292837797403417,0.29212470331774015,64,23,1,0,3,1,0,0,1,5
4.099631661308524,0.2222964335788383,49,13,3,0,1,3,0,0,1,3
4.698744604535832,0.3887182367145082,128,50,3,14,4,1,1,2,1,4
