shannon_entropy,relative_entropy,url_length,domain_length,special_chars,digits,subdomains,hyphens,question_mark,suspicious_words,https,repeated_chars
4.27710884906359,0.42333086907750195,58,18,3,0,2,0,0,0,0,3
3.708048150071232,0.19884244553728708,27,19,0,0,3,0,0,0,0,4
4.0472990984266435,0.2006284150169422,29,20,0,0,2,0,0,0,1,4
3.703465189601646,0.20342540600687053,25,16,0,0,3,0,0,0,1,4
4.101409765557392,0.1465177478861936,32,25,0,3,2,0,0,0,0,3
4.773958169341782,0.22604183065821917,73,18,1,25,1,1,0,1,0,3
4.318867931899242,0.20469402415776844,35,12,0,9,3,0,0,0,0,3
4.961924086574764,0.24752927905418293,124,46,2,19,5,0,1,2,1,9
3.7962176025900556,0.11067299301846262,26,17,0,0,2,0,0,0,1,4
3.9964393446710145,0.2514881687725697,40,32,0,0,2,0,0,0,0,3
3.8441065448145375,0.15589345518546197,26,17,0,0,2,0,0,0,1,4
4.189586855939285,0.2698447626980107,59,23,0,0,3,0,0,0,0,3
4.233288651525906,0.22614296711139067,75,13,5,0,2,5,0,0,0,5
4.4603738550556615,0.294513647107808,66,11,1,6,2,0,0,0,0,3
4.280394654123196,0.11192276865556637,28,19,0,1,2,0,0,0,1,2
5.789171889235914,0.21082811076408542,261,13,0,38,1,0,1,0,0,11
4.0060710131011685,0.1638539883411441,33,19,0,0,2,0,0,0,0,6
4.09306920777189,0.15485830567169556,28,21,0,6,2,0,0,0,0,2
4.085500657991217,0.23642743689614587,48,16,2,0,2,0,0,0,0,4
4.4132871019561986,0.2871526161848926,87,13,0,1,1,0,0,0,0,3
4.110685332329446,0.13724218111414002,51,14,2,0,1,2,0,0,0,3
4.162977819229417,0.29645379940788014,74,20,4,0,2,4,0,0,1,5
4.192216715020466,0.4516394747542586,114,20,10,0,2,10,0,0,0,8
4.308404374623846,0.21515758143316602,62,31,0,10,4,0,0,0,0,8
3.5585186130489057,0.14192110509218558,21,13,0,5,2,0,0,0,0,4
3.3082708345352603,0.15116078410203684,18,9,0,0,1,0,0,0,1,2
3.2927701939369904,0.166661424700307,17,9,0,0,2,0,0,0,0,4
4.381635489323728,0.3188042288173658,91,11,5,0,2,5,0,0,1,5
4.940941671672881,0.4166103329452059,98,27,1,3,2,1,1,0,1,3
4.045196907271906,0.41423471136538964,74,12,1,0,1,1,0,1,0,4
4.820647534449064,0.30863548249590345,88,22,1,14,3,1,0,1,1,2
4.735727440718715,0.21846886966815945,55,14,0,21,2,0,0,0,0,5
4.2356458738189895,0.15667154895977084,45,36,0,0,3,0,0,0,1,2
4.26528556833822,0.19414605029907658,55,27,1,1,2,0,0,0,0,6
4.118760267520956,0.203167827366407,47,26,0,0,2,0,0,0,0,6
4.046209000835486,0.27571909405187617,47,14,0,0,2,0,0,0,0,4
4.334183719779189,0.3096724699955358,40,14,0,4,1,0,0,0,0,2
4.355959912979334,0.28789627679538976,74,17,4,7,2,4,0,0,0,6
3.6753108689123644,0.1320440531452408,23,15,0,0,2,0,0,0,0,5
3.856564762130954,0.14343523786904608,30,21,0,0,2,0,0,0,1,4
4.025756904931549,0.22217060851203604,60,15,0,0,2,0,0,0,0,5
4.496168804525141,0.36181219060243236,122,13,12,8,2,0,0,0,0,4
5.375147613396137,0.23956223071906588,90,20,2,4,2,1,1,0,1,4
4.232065456391431,0.29149649966558167,59,23,1,2,2,1,0,0,1,6
3.6258145836939115,0.18154033836369296,24,15,0,0,2,0,0,0,1,4
4.1874435239573575,0.20487389882140244,57,21,0,0,2,0,0,0,0,4
4.582726386643206,0.2752546084843674,74,39,3,6,3,2,0,0,0,6
4.103055907333275,0.21887218755408697,40,16,0,0,2,0,0,0,0,2
4.201692923824033,0.19062449895472802,39,25,0,0,2,0,0,1,0,5
3.085055102756477,0.08486989868583579,13,6,0,0,1,0,0,0,0,2
3.9047413468971452,0.2651836545451675,44,36,0,0,2,0,0,0,0,2
3.782122224145306,0.12476837146321298,27,19,0,0,2,0,0,0,0,5
5.135101329866863,0.3567517664628137,319,16,8,113,2,8,1,0,1,19
3.8702840769781583,0.2171787642721812,34,26,0,0,2,0,0,0,0,4
3.876355517954656,0.2111073232956841,41,16,0,0,1,0,0,0,1,3
4.4102292316937,0.29021048644739134,49,27,2,6,2,2,0,2,0,3
4.448511444193591,0.25192827394750184,75,25,1,2,2,0,1,0,0,4
4.232483203009177,0.29107875304783537,47,23,0,10,3,0,1,0,0,4
4.539768639837517,0.41442767054935803,86,16,2,7,2,1,0,1,0,5
3.849223912390625,0.1507760876093757,23,15,0,0,2,0,0,0,0,4
5.202882335570103,0.41182750854511324,135,32,4,10,2,2,1,0,1,2
4.361052349254429,0.22391015146672574,36,11,1,7,2,1,0,0,0,2
4.831540342793536,0.2977426741514295,127,50,3,24,4,1,1,2,1,4
4.9693117136183265,0.3882402909997573,246,15,1,100,1,0,1,1,1,10
4.574131694100554,0.42586830589944663,103,15,1,17,1,1,0,0,0,5
4.341238611130359,0.30261757864436695,98,17,2,0,2,2,0,0,1,6
4.632858417346276,0.27403217826224335,100,24,6,11,2,1,0,0,0,7
4.605789608160401,0.3942103918395996,83,11,11,13,1,11,0,0,0,3
3.7673757978160416,0.23262420218395824,28,19,0,3,2,0,0,0,1,5
4.310591237164564,0.14884038147273257,58,50,5,0,2,5,0,0,0,6
3.981467872216055,0.18845712922625799,51,16,0,0,1,0,0,0,0,2
3.930609649595924,0.23931535184638844,33,23,0,3,2,0,0,0,1,4
4.335175901608572,0.18838605444843923,52,15,2,5,2,2,0,0,0,5
4.015319531114783,0.1546054703275292,32,25,0,0,2,0,0,0,0,2
4.215806034876546,0.17651138790221454,83,15,3,0,2,3,0,0,0,4
3.8634651896016465,0.13653481039835283,25,16,0,0,2,0,0,0,1,4
3.940759832540089,0.2291651689022228,28,19,0,0,2,0,0,0,1,5
4.145809768466452,0.31362185017084443,55,14,1,1,1,0,1,0,0,3
4.327569336880353,0.19599261917665917,64,19,3,6,2,3,0,0,0,6
3.9614063297218425,0.2085186717204698,30,23,0,1,2,0,0,0,0,2
4.6499433125951875,0.25694728301333153,64,24,2,0,2,1,1,0,0,3
4.255330863445171,0.26823109261184147,60,18,1,0,1,0,0,1,0,2
4.390453240341518,0.25340294943320596,71,19,5,0,2,0,0,0,0,4
4.088229508256374,0.30408791452238715,51,15,1,0,1,1,0,0,0,2
3.891995487039019,0.19546735421131936,26,17,1,0,2,1,0,0,1,5
4.346627923721847,0.17693403233516583,46,15,0,0,1,0,0,1,0,2
3.729446194905257,0.17744440070326237,23,14,0,0,2,0,0,0,1,4
4.929113702352964,0.20016931459200116,58,14,0,9,2,0,1,0,1,3
3.748994803525096,0.15789579208342108,21,12,0,0,2,0,0,0,1,4
4.285688794632934,0.3581673951417902,83,11,8,1,1,8,0,1,1,4
4.079143374026009,0.16878413941757495,35,19,0,0,2,0,0,0,0,3
3.6753108689123644,0.1320440531452408,23,15,1,0,2,1,0,0,0,4
4.549576691641414,0.35731390396710583,76,16,1,0,1,1,0,0,0,5
4.004344446367528,0.16558055507478503,27,18,1,0,2,1,0,0,1,4
4.241102309232295,0.21832930940500203,41,13,1,0,1,1,0,1,0,3
4.514756661794874,0.24013084036859386,63,17,0,5,2,0,0,0,0,4
3.7639657428240825,0.23603425717591908,27,14,0,0,1,0,0,0,0,2
4.49356906977265,0.3137858522849528,90,23,2,0,2,1,1,1,1,2
4.371291480805731,0.32914823733536125,63,19,1,4,2,0,0,0,0,5
3.9651533651611732,0.12230947608916674,37,28,0,0,2,0,0,0,1,4
3.8731406795131322,0.126859320486867,26,19,0,0,2,0,0,0,0,2
5.425851955586278,0.21800423418844864,115,14,1,25,2,1,1,1,1,7
5.894895736311416,0.21362872046675363,267,25,0,33,2,0,1,0,0,5
4.324316211494255,0.26064628922690136,93,21,4,0,2,0,0,0,0,4
4.2374411389168944,0.22199047972040212,43,31,1,0,2,1,0,0,0,2
4.25116417300487,0.20826744563242688,43,15,0,0,2,0,1,0,1,2
3.613337314045307,0.1940176080122967,26,14,0,0,2,0,0,0,1,4
4.225434330496083,0.35952817022507244,105,28,2,0,2,2,0,0,0,4
4.830427948706202,0.29885506823876296,94,28,1,20,3,1,0,1,0,5
4.404622678743983,0.35026482341948556,63,21,3,0,1,0,0,0,0,3
3.8042292966721747,0.19577070332782515,32,15,0,0,2,0,0,0,0,4
4.083765141069551,0.23816295381781136,44,12,2,0,1,2,0,0,0,3
4.130633948458052,0.3929280075989595,63,31,1,0,2,1,0,0,0,2
3.408738512817241,0.29170120532385113,28,20,0,0,2,0,0,0,0,6
3.6820058147602133,0.2248847808483051,28,20,1,0,1,1,0,0,0,2
4.104407755459851,0.14351975798373418,33,24,0,0,2,0,0,0,1,5
3.7775511192086584,0.2224488807913412,38,18,0,0,1,0,0,0,1,5
3.782122224145306,0.12476837146321298,27,19,0,0,2,0,0,0,0,4
4.214132447255579,0.17818497552318277,38,30,0,0,2,0,0,0,0,4
4.50230529714325,0.19813442099784198,58,13,4,6,1,4,0,0,1,4
4.079678649882975,0.09024635155933787,34,25,1,0,2,1,0,0,1,3
3.576617644908665,0.12382207323242607,19,11,0,3,2,0,0,0,0,2
4.1613130300868475,0.23100439269191325,45,15,0,2,1,0,0,0,1,2
4.34854757197808,0.23641492874307665,78,16,7,0,2,7,0,1,0,6
4.369707376737533,0.15385457931948085,33,12,0,7,2,0,1,0,0,4
4.11583409216322,0.27648333061554065,38,18,0,0,3,0,0,0,1,2
4.272804327334621,0.18662729130267655,42,34,1,0,2,1,0,0,0,2
4.256564762130954,0.13575266064780694,30,23,0,0,3,0,0,0,0,2
4.474269203549112,0.28061829861435694,74,17,1,0,1,0,1,1,0,2
4.199132270744292,0.19318515203446832,39,31,2,0,2,2,0,1,0,3
4.866388071532032,0.1780060478264239,84,10,2,23,1,2,0,0,0,5
4.446627658152533,0.3607272639050721,77,20,1,0,2,1,0,0,0,4
4.424553309276572,0.33033419288689614,95,13,2,0,2,1,1,1,0,3
3.967585764910526,0.1198770763398125,36,27,0,0,2,0,0,0,1,4
4.866566964964456,0.3033580364778571,127,50,3,22,4,1,1,2,1,8
4.3583165182723995,0.16524543778461265,51,22,1,0,2,1,0,0,1,5
3.725916088924304,0.18097450668421455,33,16,0,0,2,0,0,0,0,4
4.176843726077395,0.3467182299796167,73,24,3,0,2,3,0,0,0,7
4.286225937278034,0.17320568135926417,33,12,0,7,2,0,1,0,0,5
4.020926316000352,0.14899868544196035,33,25,0,0,2,0,0,0,0,4
4.418813249709983,0.3360742524534858,77,8,3,0,1,1,1,1,0,4
4.182633366759055,0.2767982518782411,85,20,2,0,2,0,0,1,0,7
3.703465189601646,0.20342540600687095,25,16,0,0,2,0,0,0,1,4
4.290180210467254,0.23338174558976013,87,17,1,2,2,1,0,0,0,6
3.8013774524295485,0.19862254757045192,33,24,0,0,2,0,0,0,1,4
3.8962915290459277,0.1911713122044118,28,21,0,1,2,0,0,0,0,2
4.574382485838058,0.37981382454881824,103,15,1,20,1,1,0,0,0,9
4.3001738173995285,0.22338813865748436,76,22,0,17,3,0,0,0,0,9
4.035273502696889,0.13465149874542426,34,26,0,3,2,0,0,0,0,5
3.8742360285951514,0.21322681265518828,44,36,2,0,3,2,0,1,0,4
3.9500637564362093,0.13739908481412946,26,18,0,0,2,0,0,0,0,4
4.761333343195743,0.4085916582465712,115,11,7,12,1,1,0,0,0,5
4.197895754171031,0.32566620188597994,59,19,1,0,1,1,0,1,0,2
4.962556926326701,0.3593711685606598,123,5,8,23,1,4,1,0,1,7
4.290534362793843,0.23302759326316924,95,17,7,0,2,0,0,0,0,5
3.5932696895151075,0.31362090609340915,25,15,0,1,2,0,0,0,0,2
3.9483943455364026,0.22153065590590937,30,13,1,0,1,0,0,1,0,2
4.879328063620009,0.24995495332495515,138,17,1,4,1,0,1,1,0,3
4.127762474435138,0.19416562045222485,45,24,0,0,3,0,0,0,0,4
4.283932617986752,0.23962933807026096,70,15,1,1,2,0,0,0,0,4
4.614920833213507,0.24306016191406415,69,23,0,6,2,0,0,0,0,5
5.5991842338889946,0.23370578027575026,114,10,5,7,1,4,1,0,1,5
4.1287347499440905,0.19319334494327237,38,18,0,0,2,0,0,0,0,4
4.051428065028507,0.19649944841507838,52,20,0,0,2,0,0,0,0,4
3.9624542984014473,0.20747070304086615,37,29,0,0,3,0,0,0,0,2
5.5085589213681025,0.24632858079537143,144,32,3,8,2,3,0,1,0,5
4.305979129983102,0.27898337073805346,50,17,2,0,3,2,0,0,0,2
3.9900097040407414,0.17991529740157217,37,17,0,0,2,0,0,0,1,2
4.022530474793987,0.299397620093376,37,28,0,0,2,0,0,0,1,3
4.688711708929338,0.35568241042911547,126,50,3,18,4,1,1,2,1,8
4.821589555569029,0.3076934613759384,128,50,3,23,4,1,1,2,1,6
4.784449547089785,0.25994457226866724,81,27,0,23,2,0,0,0,0,7
4.143541333622539,0.10438617982104642,41,24,0,0,3,0,0,0,0,5
4.631832608042797,0.175522314014806,46,16,0,0,1,0,1,1,0,3
4.462644713288643,0.18121147648608002,55,25,1,0,2,1,0,0,0,4
4.432467092420265,0.21138909735445918,56,20,3,3,2,3,0,0,1,5
3.8441065448145375,0.15589345518546197,26,17,0,0,2,0,0,0,1,4
4.211396289324659,0.18092113345410235,71,27,2,0,3,2,0,0,1,4
3.576617644908665,0.12382207323242607,19,11,0,3,2,0,0,0,0,2
4.680160671099857,0.3198393289001415,124,50,3,20,4,1,1,2,0,6
4.0260298517012805,0.22189766174230466,42,33,0,0,4,0,0,0,1,3
4.1103754818458516,0.2819419409329094,67,23,1,0,2,1,0,0,0,6
3.966831272699697,0.20309372874261597,41,33,0,0,2,0,0,0,0,2
3.6572682296173893,0.15008669244021466,24,15,0,0,2,0,0,0,1,4
5.033368398557183,0.28855969633017947,206,12,0,36,3,0,1,1,0,6
3.729446194905257,0.17744440070326237,23,6,0,0,1,0,0,0,0,2
4.5492054887333735,0.20568201343009587,51,43,2,10,3,2,0,0,0,2
3.9779168746936358,0.10954596655670298,31,22,0,0,2,0,0,0,1,4
3.6572682296173897,0.24962236599112925,24,15,0,0,1,0,0,0,1,2
4.311401957764591,0.2735605429565634,59,21,0,0,2,0,0,0,1,4
4.738486711193077,0.3489761300572615,127,50,3,19,4,1,1,2,1,4
4.376736163097807,0.32370355504328485,72,28,0,0,2,0,0,1,0,3
3.7201287774331866,0.1867618181753305,22,7,0,0,1,0,0,0,1,2
4.448025874348411,0.25241384379268067,95,12,7,0,2,7,0,0,1,5
4.823466810957545,0.3058162059874224,126,61,6,43,2,4,1,0,0,6
3.9362600275315254,0.15120281371881186,22,14,1,0,1,1,0,0,0,3
4.295353348118593,0.22820860793841904,43,14,0,6,2,0,0,0,0,2
3.989898095464287,0.09756474578605182,30,13,1,0,2,1,0,0,1,4
4.970732525185623,0.23872084044332884,73,10,0,24,1,0,1,0,0,6
4.272055208874201,0.18737640976309647,48,18,1,0,2,1,0,0,0,4
4.254830815378347,0.20460080325894958,42,18,2,0,2,2,0,0,1,2
4.4400063042370705,0.20384988553765332,55,47,0,14,4,0,0,0,0,5
3.9404361462467707,0.22948885519554077,35,17,0,0,2,0,0,0,1,6
4.274141413821241,0.36971477595348423,72,14,3,2,1,3,0,0,0,2
3.996564718695828,0.17336028274648474,39,22,1,0,2,1,0,0,0,4
4.561083648683627,0.19380385347983917,61,20,2,1,3,0,0,0,0,6
4.2081735610156095,0.37678893970554683,70,16,1,6,1,1,0,0,1,2
3.6841837197791887,0.12317120227841465,20,13,0,0,1,0,0,0,0,3
5.253464773086496,0.33149772763465996,131,15,1,24,1,0,0,2,0,8
4.092380568259548,0.22954752662781405,55,25,2,0,2,2,0,0,1,4
4.435081264832114,0.20877492494260969,63,16,2,10,1,2,0,0,1,5
3.551428065028506,0.25592685702909734,26,18,0,0,2,0,0,0,0,5
4.202744497818535,0.1895729249602273,33,25,0,9,3,0,0,0,0,3
4.706166744360949,0.3382273749975048,92,22,1,28,2,1,0,0,0,6
4.715281562794414,0.329112556564038,101,37,0,18,2,0,0,1,0,7
4.052189033702152,0.26973906118520896,57,16,4,0,2,4,0,0,0,6
4.4602789447344335,0.24016077340665734,57,39,1,20,4,1,0,0,0,3
3.661932872373582,0.14542204968402203,27,18,0,0,2,0,0,0,1,5
4.292749037956319,0.23081291810069346,62,24,3,0,2,3,0,0,0,5
4.121342575855171,0.40221938020184217,104,23,10,0,2,10,0,0,0,5
5.029487382372102,0.46236571395757003,136,32,1,13,2,1,3,1,1,8
4.417648855839261,0.5365474545476144,152,13,20,0,2,20,0,0,1,5
4.508739122780824,0.29861579927678067,73,12,5,8,1,5,0,0,0,3
4.851740814613696,0.3961866988298873,124,16,6,1,1,3,1,1,0,3
3.771437029461126,0.13545356614739235,29,20,0,0,2,0,0,0,1,4
4.7147887327312095,0.6775286900475498,430,13,19,17,3,0,2,0,0,14
4.724559142329493,0.31983497702896097,126,50,3,22,4,1,1,2,0,6
3.8456631498513816,0.24179969139895738,31,23,0,0,2,0,0,0,0,4
4.378244406249714,0.2656117835250116,65,21,5,0,2,5,0,0,0,7
4.177049763244837,0.21526765953392268,60,23,1,0,2,1,0,0,0,4
4.700430099623514,0.38703274162682655,128,50,3,16,4,1,1,2,1,8
3.7532696895151076,0.1536209060934097,25,16,0,0,2,0,0,0,1,5
4.720080896957906,0.3673819442924348,126,50,3,14,4,1,1,2,1,4
4.383301825870758,0.3171378922703336,95,12,0,7,2,0,0,0,0,5
4.016283580676733,0.2316439327668519,43,34,0,2,2,0,0,0,1,4
4.355414907728972,0.45194001432863173,110,13,14,6,2,14,0,0,1,4
4.025920165587641,0.22200734785594445,33,16,0,0,2,0,0,0,1,3
3.5110854081804272,0.07387709254072904,19,12,0,0,1,0,0,0,0,2
4.15091348260215,0.17101461228521242,42,34,0,0,2,0,0,1,0,4
3.7714370294611266,0.22856297053887398,29,21,1,0,2,1,0,0,0,4
4.000981404685001,0.24694610875858358,47,20,0,0,1,0,0,0,0,2
4.47759412602274,0.2772933761407294,76,50,1,9,4,1,0,2,0,6
4.22208064090036,0.23735097773693561,49,6,0,0,1,0,0,0,0,3
4.436561560418857,0.26387815772223466,65,7,0,1,1,0,2,0,1,4
4.52124789024874,0.4329484201381328,116,21,2,0,2,1,1,0,0,6
4.376125760837418,0.26773042893730536,57,10,1,0,2,1,0,2,0,5
3.9155803954675146,0.3323471179760703,38,29,0,0,2,0,0,0,1,5
4.063749485074332,0.2581786098130305,45,16,1,0,2,0,0,0,1,3
3.7544418457133446,0.15244874989517287,22,14,0,0,2,0,0,0,0,2
4.477934014824884,0.2769534873385856,76,22,7,3,2,7,0,0,0,3
3.447401504705915,0.13756099601524152,22,14,0,0,2,0,0,0,1,5
3.6339740759971577,0.17338084606044654,27,19,0,0,2,0,0,0,0,4
4.401827886878548,0.1831346138426071,60,15,3,1,2,3,0,0,0,4
4.494492986086769,0.26039451607669856,71,29,2,6,3,2,0,0,1,4
3.8518232255517657,0.2356396156985737,28,14,0,1,1,0,0,0,0,2
4.0022680844408445,0.1676569170014675,31,24,0,1,2,0,0,0,0,3
4.381926742960786,0.26192944681393865,49,17,1,0,1,1,0,0,0,2
4.347433269198826,0.2375292315223289,57,17,4,0,2,0,0,1,1,6
3.880179922675737,0.11982007732426221,21,13,0,1,1,0,0,0,0,2
4.5949583962667395,0.2630225988608327,76,50,1,11,4,1,0,2,0,5
3.8962915290459272,0.19117131220441178,28,19,0,0,2,0,0,0,1,4
4.6363759674589975,0.2705146281495228,70,15,3,0,2,1,0,0,0,4
4.346831421942539,0.23813107877861867,65,25,1,0,2,1,0,1,0,4
4.804827798690905,0.32445521825406326,126,61,6,36,2,4,1,0,0,7
4.2835007326875285,0.3014617680336278,71,18,4,0,2,4,0,0,1,4
3.6424896731661263,0.1648652488914786,23,14,0,0,3,0,0,0,1,4
4.962459665548883,0.24699370008006766,144,25,1,46,2,1,1,0,0,9
4.434183719779189,0.2096724699955358,40,13,1,10,3,0,1,0,0,3
3.308694969562842,0.15073664907445478,20,13,0,0,2,0,0,0,0,5
3.6424896731661267,0.16486524889147855,23,15,1,0,2,1,0,0,0,4
4.1162646156680225,0.13166289777556298,29,21,1,0,2,1,0,0,0,4
4.201300882659278,0.9279821342856888,212,25,0,69,2,0,0,0,1,5
3.9746954079158976,0.19522959352641428,31,24,0,1,2,0,0,0,0,2
4.448934896284057,0.19492129349066886,48,23,2,4,2,1,0,0,0,6
4.382731458851145,0.2611247309235796,71,10,1,0,1,0,1,0,1,2
3.6539967386657093,0.25289385694280997,23,11,0,0,1,0,0,0,0,2
3.948394345536403,0.22153065590590937,30,22,0,2,2,0,0,0,1,2
3.8143719431796272,0.1856280568203729,29,20,0,0,2,0,0,0,1,4
4.5454500495111585,0.26190487254644335,57,19,0,6,1,0,1,0,0,5
4.0836169753972325,0.16431053804635284,28,19,0,0,2,0,0,0,1,4
4.0980685120588385,0.1498590013847469,30,21,1,0,2,1,0,0,1,2
3.8152023999804863,0.2722604412698528,42,16,0,0,2,0,0,0,1,3
3.538310595615006,0.16212912252608586,22,13,0,0,2,0,0,0,1,4
4.09210139212975,0.30021603064901203,54,13,1,0,1,1,0,0,0,2
4.392582755590972,0.1309792004660425,33,14,0,5,2,0,0,0,1,4
4.222964554947562,0.23646706368973452,60,16,3,0,3,3,0,0,1,4
3.7639657428240816,0.14292485278443742,27,15,0,0,2,0,0,0,1,4
4.175123135113461,0.14680495977390204,34,25,1,0,2,1,0,0,1,4
4.369464764146571,0.27439142562815494,66,18,3,5,2,3,0,0,0,3
4.213269067196605,0.24616255144069177,63,24,3,0,2,3,0,0,1,4
4.675618810673649,0.32438118932635146,126,50,3,18,4,1,1,2,1,6
3.53641423712223,0.16402548101886144,26,17,0,0,2,0,0,0,1,4
3.5351745656359026,0.1652651525051883,21,14,0,0,2,0,0,0,0,2
3.592091962008204,0.21526296004940054,39,31,0,0,2,0,0,0,0,3
4.083067973799101,0.16485953964448424,38,14,4,0,2,4,0,0,0,7
4.696245282812941,0.34814883654551354,92,22,1,18,2,1,0,0,0,5
4.344529620492198,0.24043288022895837,49,16,0,0,2,0,0,0,0,8
4.0625,0.2594280948873626,32,14,0,6,1,0,0,0,0,4
5.151888567000148,0.1700395278872123,61,15,2,5,2,0,0,0,1,5
4.156664323773909,0.23565309900485112,55,16,1,0,3,1,0,0,0,4
4.436747890821421,0.207108298953305,51,31,2,1,1,2,0,0,0,2
4.123528901585399,0.19839919330196437,51,18,0,0,2,0,0,0,0,4
4.085588016574085,0.16233949686949936,35,27,1,0,3,1,0,1,0,4
3.937444876540854,0.15001796470948625,33,24,0,0,2,0,0,0,1,4
3.852727783453858,0.2347350577964813,39,16,0,0,2,0,0,0,1,3
4.537759425654687,0.3691311699538316,128,21,2,0,2,1,1,0,0,7
4.788904254715776,0.3403787622291903,128,50,3,20,4,1,1,2,1,6
4.221637552141979,0.2377940664953194,88,16,0,1,2,0,0,2,0,8
4.883107547607523,0.2868174538347904,128,50,3,24,4,1,1,2,1,4
4.023471592049353,0.14645340939295895,38,16,0,0,1,0,0,1,1,2
3.985780821356459,0.2621466920871252,36,20,0,0,1,0,0,0,0,2
4.299870033369209,0.3439861564055153,76,16,1,0,1,1,0,1,0,3
4.187405224699082,0.33615673135793,55,26,1,0,2,0,0,0,0,2
4.004344446367528,0.16558055507478503,27,18,0,0,2,0,0,0,1,4
3.952819531114783,0.21710547032752925,32,23,0,3,2,0,0,0,1,3
4.1433441331531355,0.31608748548416166,38,15,1,12,3,0,0,0,0,4
4.11966185273291,0.20226624215445327,45,20,0,0,2,0,0,0,0,4
4.2744551302868965,0.18497648835040068,44,10,0,0,2,0,0,0,0,2
3.4251185503571393,0.15984395036401713,22,13,0,0,2,0,0,0,1,4
4.223981820580905,0.1683356021978551,50,24,0,0,2,0,0,0,0,5
4.734055334713575,0.26594466528642413,62,11,2,3,2,1,0,0,0,2
3.9110804962442782,0.2588445051980344,30,22,0,0,2,0,0,0,0,2
4.626281956795101,0.5436430446472129,207,27,2,60,2,1,1,2,1,5
4.110577243331642,0.13735027011194326,28,19,0,0,2,0,0,0,1,4
4.317190167834098,0.26777233288705676,55,16,2,0,2,0,0,0,1,2
4.04487701288776,0.27705108199960277,62,20,4,2,2,4,0,0,1,4
3.964735178725505,0.20518982271680739,30,15,1,0,2,1,0,0,0,4
4.5711060041728295,0.3830903062140467,91,20,2,7,3,1,0,1,1,7
4.155464786840373,0.23685263593838699,52,15,1,6,2,1,0,0,1,6
3.9424387261281417,0.22748627531417076,33,25,0,0,2,0,0,0,0,2
3.6898916687500076,0.21699892685851152,27,18,0,0,2,0,0,0,1,5
4.328219689776414,0.2567428109447431,81,22,1,0,2,1,0,0,0,6
3.5225715891363594,0.1778681290047317,21,13,0,0,2,0,0,0,0,4
4.2561983328100945,0.2673636232469175,40,31,1,3,3,1,0,0,1,5
3.9713023022883713,0.11616053896196782,35,26,1,0,2,1,0,0,1,3
4.585580221161115,0.3686160892257597,102,15,1,20,1,1,0,0,0,9
4.133141156402518,0.25917626637624364,51,43,2,0,2,2,0,0,0,3
3.671405583442497,0.23548501216602086,26,17,0,0,2,0,0,0,1,4
4.092896608419108,0.22903148646825436,40,33,0,0,2,0,0,0,0,2
4.0836169753972325,0.16431053804635284,28,16,0,1,2,0,0,0,1,5
4.002685804288277,0.24524170915530769,42,16,0,0,2,0,0,0,1,5
4.2623697929623425,0.26119216309466986,49,42,0,0,4,0,0,0,0,3
4.525554250365621,0.3324267447619512,64,16,0,19,1,0,0,0,0,6
4.7871641479235105,0.3827608535188023,126,50,3,19,4,1,1,2,0,4
3.9121138909722304,0.17534895027811045,27,15,0,0,2,0,0,0,1,4
5.259109883730105,0.2954789679475346,135,17,0,29,2,0,1,0,1,5
4.210807487109298,0.1815099356694629,43,14,2,0,2,0,0,0,0,7
3.5739348962840563,0.12650482185703626,24,15,0,0,2,0,0,0,1,4
3.995237891380887,0.17468711006142595,29,21,1,0,2,1,0,0,0,4
4.519412275738392,0.2879426463192113,69,18,4,0,2,4,0,0,1,4
5.526262980767412,0.38062761484110563,160,47,4,16,2,1,1,0,1,8
5.116324093262378,0.498385750852832,552,25,31,198,2,24,1,1,1,61
4.943658467520811,0.304269045922776,70,16,2,3,2,1,0,0,1,3
4.260119155734494,0.26344280032251927,56,21,2,0,2,2,0,0,1,4
4.354894155792578,0.28896203398214915,99,16,6,0,1,6,0,2,1,6
5.393302568030698,0.30713715011039594,114,15,3,5,2,1,1,0,1,4
4.163909765557392,0.15801832932997104,32,19,2,0,2,0,0,0,1,2
3.736006946447657,0.17088364916086224,27,20,0,0,2,0,0,0,0,2
4.20599144773606,0.18632597504270135,47,31,0,10,4,0,0,0,0,8
3.446439344671015,0.13852315605014084,20,12,0,0,2,0,0,0,0,5
4.269251044885638,0.1901805737516586,69,36,4,0,2,4,0,0,0,5
4.0407090139455,0.20721849949808455,38,19,1,0,2,1,0,0,0,2
4.160704752887782,0.16122334199958058,34,26,0,0,2,0,0,0,0,4
4.02085512047121,0.14906988097110258,34,25,0,0,3,0,0,0,1,4
5.410224480457681,0.3711352330669798,212,12,5,34,1,1,1,1,1,4
3.932874360347045,0.2370506410952665,35,26,0,0,2,0,0,0,1,6
3.8729055953200566,0.21455724593028336,30,21,1,0,2,1,0,0,1,4
3.9292292966721747,0.15823354457816458,32,24,0,0,2,0,0,0,0,4
3.8695767463163944,0.3003482551259188,30,12,0,0,2,0,0,0,1,5
4.020926316000352,0.1489986854419604,33,25,0,0,3,0,0,0,0,4
3.642149881636903,0.1652050404206999,19,5,0,1,1,0,0,0,1,2
3.7773627950641684,0.22263720493583097,26,14,0,0,2,0,0,0,0,2
4.010389889552675,0.31153820533468657,35,28,0,2,3,0,0,0,0,2
4.510549276200185,0.24433822596328383,52,16,0,11,2,0,1,0,1,5
